survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,PassengerID
0,3,male,31.0,0,0,7.775,S,Third,man,True,Southampton,no,True,708
0,1,male,39.0,0,0,0.0,S,First,man,True,Southampton,no,True,709
0,3,female,18.0,0,0,7.775,S,Third,woman,False,Southampton,no,True,710
1,1,female,33.0,1,0,53.1,S,First,woman,False,Southampton,yes,False,711
0,3,male,26.0,0,0,7.8875,S,Third,man,True,Southampton,no,True,712
0,3,male,39.0,0,0,24.15,S,Third,man,True,Southampton,no,True,713
0,2,male,35.0,0,0,10.5,S,Second,man,True,Southampton,no,True,714
0,3,female,6.0,4,2,31.275,S,Third,child,False,Southampton,no,False,715
0,3,male,30.5,0,0,8.05,S,Third,man,True,Southampton,no,True,716
0,3,female,23.0,0,0,7.925,S,Third,woman,False,Southampton,no,True,717
0,2,male,31.0,1,1,37.0042,C,Second,man,True,Cherbourg,no,False,718
0,3,male,43.0,0,0,6.45,S,Third,man,True,Southampton,no,True,719
0,3,male,10.0,3,2,27.9,S,Third,child,False,Southampton,no,False,720
1,1,female,52.0,1,1,93.5,S,First,woman,False,Southampton,yes,False,721
1,3,male,27.0,0,0,8.6625,S,Third,man,True,Southampton,yes,True,722
0,1,male,38.0,0,0,0.0,S,First,man,True,Southampton,no,True,723
1,3,female,27.0,0,1,12.475,S,Third,woman,False,Southampton,yes,False,724
0,3,male,2.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,725
0,3,male,23.0,0,0,6.95,Q,Third,man,True,Queenstown,no,True,726
0,3,male,23.0,0,0,56.4958,S,Third,man,True,Southampton,no,True,727
1,2,male,1.0,0,2,37.0042,C,Second,child,False,Cherbourg,yes,False,728
1,3,male,23.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,729
1,1,female,62.0,0,0,80.0,Q,First,woman,False,Queenstown,yes,True,730
1,3,female,15.0,1,0,14.4542,C,Third,child,False,Cherbourg,yes,False,731
1,2,male,0.83,1,1,18.75,S,Second,child,False,Southampton,yes,False,732
0,3,male,23.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,733
0,3,male,18.0,0,0,8.3,S,Third,man,True,Southampton,no,True,734
1,1,female,39.0,1,1,83.1583,C,First,woman,False,Cherbourg,yes,False,735
0,3,male,21.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,736
1,1,male,37.0,0,0,29.7,C,First,man,True,Cherbourg,yes,True,737
0,3,male,20.0,0,0,7.925,S,Third,man,True,Southampton,no,True,738
0,2,male,16.0,0,0,10.5,S,Second,man,True,Southampton,no,True,739
1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True,740
0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True,741
0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True,742
0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,743
0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False,744
1,1,female,37.0,1,0,89.1042,C,First,woman,False,Cherbourg,yes,False,745
0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False,746
0,3,male,74.0,0,0,7.775,S,Third,man,True,Southampton,no,True,747
0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False,748
1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False,749
0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False,750
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False,751
1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False,752
1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True,753
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False,754
0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False,755
0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False,756
1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,757
0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True,758
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,759
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False,760
0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True,761
0,3,male,23.0,0,0,9.5,S,Third,man,True,Southampton,no,True,762
1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,763
1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False,764
0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True,765
0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True,766
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False,767
1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True,768
0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True,769
1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False,770
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,771
0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,772
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True,773
0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True,774
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False,775
1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True,776
0,3,female,23.0,1,2,23.45,S,Third,woman,False,Southampton,no,False,777
1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True,778
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,779
